Make,Model,Variant,sale_quantity,sale_month,Ex_Showroom_Price,Displacement,Type,Emission_Norm,Fuel_Type,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Seating_Capacity,Airbags,Number_of_Airbags,Body_Type,Height,Length,Width,Fuel_System,Total_revenue,Price_Range
Mercedes-Benz,Mercedes-Benz Gls,Grand Edition Diesel,0.456,7,8.69,2987.0,Automatic,BS IV,Diesel,11.6,,5.0,"Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Front passenger pelvic airbag, Driver pelvic airbag",9,SUV,1850.0,5120,1934.0,Injection,3.96264,High Price Range
Toyota,Land Cruiser Prado,Vx L,0.44,1,9.63,2982.0,Automatic,BS IV,Diesel,11.129999999999999,,7.0,"Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",7,SUV,1880.0,4840,1885.0,Injection,4.2372,High Price Range
Lexus,Rx 450H,450Hl Luxury,0.478,9,9.9,3456.0,Automatic,BS IV,Petrol,18.0,,5.0,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",10,SUV,1700.0,5000,1895.0,Injection,4.7322,High Price Range
Audi,Rs5,Coupe,0.826,4,11.1412,2894.0,Automatic,BS IV,Petrol,10.8,,4.0,"Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6,Coupe,1409.0,4649,1866.0,Injection,9.2026312,High Price Range
Bmw,7-Series,730Ld Design Pure Excellence,0.726,7,12.29,2993.0,Automatic,BS VI,Diesel,17.66,,4.0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8,Sedan,1479.0,5120,2169.0,Injection,8.92254,High Price Range
Bmw,7-Series,730Ld Design Pure Excellence Signature,0.198,1,13.2,2993.0,Automatic,BS VI,Diesel,17.66,,4.0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8,Sedan,1479.0,5120,2169.0,Injection,2.6136,High Price Range
Bmw,7-Series,730Ld M Sport,0.287,7,13.51,2993.0,Automatic,BS VI,Diesel,17.66,,4.0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8,Sedan,1479.0,5120,2169.0,Injection,3.87737,High Price Range
Bmw,7-Series,740Li Design Pure Excellence Signature,0.502,4,13.51,2998.0,Automatic,BS VI,Petrol,11.86,,4.0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8,Sedan,1479.0,5120,2169.0,Injection,6.78202,High Price Range
Bmw,7-Series,745Le Xdrive,0.318,10,16.5,2998.0,Automatic,BS VI,Hybrid,,,4.0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8,Sedan,1481.0,5219,2142.0,Injection,5.247,High Price Range
Bmw,7-Series,M760Li Xdrive,0.575,1,24.25,6592.0,Automatic,BS VI,Petrol,7.959999999999999,,4.0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8,Sedan,1481.0,5219,2142.0,Injection,13.94375,High Price Range
Audi,Q8,55 Tfsi Quattro Tiptronic,0.513,8,13.3595,2995.0,Automatic,BS VI,Petrol,18.25,,7.0,"Driver head airbag, Front passenger head airbag, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8,SUV,1740.0,5052,1968.0,Injection,6.8534235,High Price Range
Mercedes-Benz,Mercedes-Benz S-Class,S 350 D,0.184,4,13.558438,2987.0,Automatic,BS IV,Diesel,13.5,,5.0,"Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8,Sedan,1494.0,5116,1899.0,Injection,2.494752592,High Price Range
Mercedes-Benz,Mercedes-Benz S-Class,S 450,0.172,3,13.976653,2996.0,Automatic,BS IV,Petrol,7.8,,5.0,"Curtain airbags, Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8,Sedan,1494.0,5246,1899.0,Injection,2.403984316,High Price Range
Mercedes-Benz,Mercedes-Benz S-Class,Amg S 63 Coupe,0.126,11,25.5,3982.0,Automatic,BS IV,Petrol,14.0,,4.0,"Drive side airbag, Front passenger curtain airbag, Rear passenger head airbags, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8,Coupe,1411.0,5027,1899.0,Injection,3.213,High Price Range
Maserati,Levante,Diesel,0.114,3,14.512054,2987.0,Automatic,BS IV,Diesel,7.9,,4.0,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6,SUV,1679.0,5003,2158.0,Injection,1.654374156,High Price Range
Maserati,Levante,Gransport,0.177,8,14.863774,2979.0,Automatic,BS IV,Diesel,7.9,,4.0,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6,SUV,1679.0,5003,2158.0,Injection,2.630887998,High Price Range
Maserati,Levante,Granlusson,0.047,9,15.383399,2979.0,Automatic,BS IV,Diesel,7.9,,4.0,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6,SUV,1679.0,5003,2158.0,Injection,0.723019753,High Price Range
Mercedes-Benz,Mercedes-Benz G-Class,Amg G 63,0.095,5,21.875136,3982.0,Automatic,BS VI,Petrol,18.25,,7.0,"Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag",10,SUV,1938.0,4763,1855.0,Injection,2.07813792,High Price Range
Mercedes-Benz,Mercedes-Benz G-Class,G 350D,0.166,4,15.0,2925.0,Automatic,BS VI,Diesel,18.25,,7.0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags",10,SUV,1969.0,4817,1931.0,Injection,2.49,High Price Range
Audi,A8 L,55 Tfsi Quattro,0.152,1,15.6,2995.0,Automatic,BS VI,Petrol,18.25,,4.0,"Driver head airbag, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6,Sedan,1485.0,5302,1945.0,Injection,2.3712,High Price Range
Maserati,Granturismo,Sport,0.188,2,17.229579,4691.0,Automatic,BS IV,Petrol,10.0,,4.0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6,Coupe,1353.0,4881,1915.0,Injection,3.239160852,High Price Range
Maserati,Quattroporte,Granlusso,0.119,7,17.9,2987.0,Automatic,BS VI,Diesel,7.9,,4.0,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6,Sports,1481.0,5262,1948.0,Injection,2.1301,High Price Range
Lexus,Lc 500H,Coupe,0.108,3,19.6,3456.0,Automatic,BS IV,Hybrid,,,4.0,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Rear passenger side airbags, Driver knee airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",8,Coupe,1345.0,4770,1920.0,Injection,2.1168,High Price Range
Mercedes-Benz,Mercedes-Benz Maybach,S650,0.172,1,27.308312,5980.0,Automatic,BS IV,Petrol,7.8,,4.0,"Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",8,Sedan,1498.0,5453,1899.0,Injection,4.697029664,High Price Range
Mercedes-Benz,Mercedes-Benz Maybach,S560,0.163,7,19.89,4663.0,Automatic,BS IV,Petrol,7.8,,4.0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags",8,Sedan,1494.0,5246,1899.0,Injection,3.24207,High Price Range
Porsche,Panamera,Turbo,0.105,7,21.263,3996.0,Automatic,BS IV,Petrol,10.629999999999999,,4.0,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",6,Sedan,1427.0,5049,1937.0,Injection,2.232615,High Price Range
Porsche,Panamera,Turbo Executive,0.094,1,22.613,3996.0,Automatic,BS IV,Petrol,10.629999999999999,,4.0,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",6,Sedan,1432.0,5199,1937.0,Injection,2.125622,High Price Range
Porsche,Panamera,Turbo Sport Turismo,0.065,5,21.747,3996.0,Automatic,BS IV,Petrol,10.629999999999999,,4.0,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",6,Sedan,1432.0,5049,1937.0,Injection,1.413555,High Price Range
Lexus,Lx 450D,V8,0.485,3,23.29,4461.0,Automatic,BS IV,Diesel,18.0,,7.0,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",10,SUV,1865.0,5080,1980.0,Injection,11.29565,High Price Range
Mercedes-Benz,Mercedes-Benz S-Class Cabriolet,S500,0.258,2,23.491293,4663.0,Automatic,BS IV,Petrol,7.8,,4.0,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",8,Convertible,1417.0,5027,1899.0,Injection,6.060753594,High Price Range
Audi,R8,V10 Plus,0.271,5,27.245,5204.0,Automatic,BS IV,Petrol,6.709999999999999,,2.0,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger side airbag, Front passenger head airbag, Drive side airbag, Front passenger curtain airbag",8,Coupe,1252.0,4440,2029.0,Injection,7.383395,High Price Range
Lamborghini,Urus,V8,0.412,10,30.0,3996.0,Automatic,BS IV,Petrol,7.8,,5.0,"Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Front passenger side airbag",8,SUV,1638.0,5112,2181.0,Injection,12.36,High Price Range
Bentley,Continental Gt,Coupe,0.072,10,33.791059,5998.0,Automatic,BS IV,Petrol,8.6,,4.0,"Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6,Coupe,1401.0,4807,2226.0,Injection,2.432956248,High Price Range
Ferrari,Portofino,V8 Convertible,0.074,4,35.0,3855.0,Automatic,BS IV,Petrol,9.0,,2.0,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",4,Convertible,1320.0,4569,1910.0,Injection,2.59,High Price Range
Bentley,Bentayga,W12,0.04,1,45.941557,5950.0,Automatic,BS IV,Petrol,19.0,,5.0,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6,SUV,1742.0,5141,1998.0,PGM - Fi,1.83766228,High Price Range
Bentley,Bentayga,V8,0.064,1,37.542069,3996.0,Automatic,BS IV,Petrol,8.77,,5.0,"Driver head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6,SUV,1742.0,5140,1998.0,PGM - Fi,2.402692416,High Price Range
Aston Martin,Db 11,V12,0.041,5,40.456503,5198.0,Automatic,BS IV,Petrol,18.25,,2.0,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",8,Coupe,1250.0,4385,1865.0,Injection,1.658716623,High Price Range
Ferrari,458 Speciale,Coupe,0.079,8,42.5315,4497.0,Automatic,BS IV,Petrol,9.0,,2.0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",5,Coupe,1203.0,4571,1951.0,Injection,3.3599885,High Price Range
Rolls-Royce,Rolls-Royce Ghost Series Ii,6.6,0.053,4,46.709733,6593.0,Automatic,BS IV,Petrol,17.3,,5.0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",6,Sedan,1550.0,5399,1948.0,Injection,2.475615849,High Price Range
Rolls-Royce,Rolls-Royce Ghost Series Ii,Ewb,0.027,6,53.247201,6592.0,Automatic,BS IV,Petrol,7.290000000000001,,5.0,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag",6,Sedan,1550.0,5569,1948.0,Injection,1.437674427,High Price Range
Rolls-Royce,Rolls-Royce Wraith,Coupe,0.042,5,50.02584,6592.0,Automatic,BS IV,Petrol,10.2,,4.0,No airbag,0,Coupe,1507.0,5269,1947.0,Injection,2.10108528,High Price Range
Bentley,Mulsanne,Sedan,0.057,6,52.571294,6752.0,Automatic,BS IV,Petrol,9.5,,4.0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",6,Sedan,1521.0,5575,2208.0,Injection,2.996563758,High Price Range
Rolls-Royce,Rolls-Royce Cullinan,Suv,0.072,1,69.5,6750.0,Automatic,BS VI,Petrol,22.4219,,5.0,No airbag,0,SUV,1835.0,5341,2000.0,Injection,5.004,High Price Range
Rolls-Royce,Rolls-Royce Phantom Coupe,6.8 L,0.084,9,77.312661,6749.0,Automatic,BS IV,Petrol,22.8,,4.0,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",6,Coupe,1598.0,5612,1987.0,Injection,6.494263524,High Price Range
Bugatti,Chiron,W16,0.044,11,192.142937,7993.0,Automatic,BS VI,Petrol,5.95,,2.0,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Front passenger knee airbag, Curtain airbags",6,Sports,1212.0,4544,2038.0,PGM - Fi,8.454289228,High Price Range
Bugatti,Chiron,Sport,0.076,4,212.155397,7993.0,Automatic,BS VI,Petrol,5.95,,2.0,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Front passenger knee airbag, Curtain airbags",6,Sports,1212.0,4544,2038.0,PGM - Fi,16.123810172,High Price Range
Bajaj,Qute (Re60),Qcar,0.31,8,0.263,216.0,Manual,BS IV,Petrol,35.0,,4.0,No airbag,0,Hatchback,1652.0,2752,1312.0,Injection,0.08153,Low Price Range
Bajaj,Qute (Re60),Qcar Cng,0.554,9,0.283,216.0,Manual,BS IV,CNG,,43.0,4.0,No airbag,0,Hatchback,1652.0,2752,1312.0,Injection,0.156782,Low Price Range
Maruti Suzuki,Alto,Std,5.826,5,0.2948,796.0,Manual,BS VI,Petrol,22.05,,5.0,No airbag,0,Hatchback,1475.0,3445,1490.0,Injection,1.7175048,Low Price Range
Maruti Suzuki,Alto,Std (O),5.443,2,0.2999,796.0,Manual,BS VI,Petrol,22.05,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1475.0,3445,1490.0,Injection,1.6323557,Low Price Range
Maruti Suzuki,Alto,Lxi,5.006,11,0.3529,796.0,Manual,BS VI,Petrol,22.05,,5.0,No airbag,0,Hatchback,1475.0,3445,1490.0,Injection,1.7666174,Low Price Range
Maruti Suzuki,Alto,Lxi (O),6.332,11,0.3572,796.0,Manual,BS VI,Petrol,22.05,,5.0,Driver frontal airbag,1,Hatchback,1475.0,3445,1490.0,Injection,2.2617904,Low Price Range
Maruti Suzuki,Alto,Vxi,6.973,11,0.3761,796.0,Manual,BS VI,Petrol,22.05,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1475.0,3445,1490.0,Injection,2.6225453,Low Price Range
Maruti Suzuki,Alto,Lxi Cng (Cng +,6.452,11,0.40557,796.0,Manual,BS VI,CNG + Petrol,22.05,,5.0,No airbag,0,Hatchback,1475.0,3445,1490.0,Injection,2.61673764,Low Price Range
Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,5.282,11,0.40919,796.0,Manual,BS VI,CNG + Petrol,22.05,,5.0,Driver frontal airbag,1,Hatchback,1475.0,3445,1490.0,Injection,2.16134158,Low Price Range
Maruti Suzuki,Alto,Vxi Plus,5.111,12,0.3896,796.0,Manual,BS VI,Petrol,22.05,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1475.0,3445,1490.0,Injection,1.9912456,Low Price Range
Maruti Suzuki,S-Presso,Std,3.566,7,0.3705,998.0,Manual,BS VI,Petrol,21.4,,5.0,Driver frontal airbag,1,Hatchback,1549.0,3565,1520.0,Injection,1.321203,Low Price Range
Maruti Suzuki,S-Presso,Std (O),2.232,5,0.3765,998.0,Manual,BS VI,Petrol,21.4,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1549.0,3565,1520.0,Injection,0.840348,Low Price Range
Maruti Suzuki,S-Presso,Lxi,3.398,5,0.409,998.0,Manual,BS VI,Petrol,21.4,,5.0,Driver frontal airbag,1,Hatchback,1549.0,3565,1520.0,Injection,1.389782,Low Price Range
Maruti Suzuki,S-Presso,Lxi (O),2.177,5,0.415,998.0,Manual,BS VI,Petrol,21.4,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1549.0,3565,1520.0,Injection,0.903455,Low Price Range
Maruti Suzuki,S-Presso,Vxi,3.146,5,0.4325,998.0,Manual,BS VI,Petrol,21.7,,5.0,Driver frontal airbag,1,Hatchback,1549.0,3565,1520.0,Injection,1.360645,Low Price Range
Maruti Suzuki,S-Presso,Vxi (O),2.281,6,0.4385,998.0,Manual,BS VI,Petrol,21.7,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1549.0,3565,1520.0,Injection,1.0002185,Low Price Range
Maruti Suzuki,S-Presso,Vxi Ags,3.594,11,0.4755,998.0,AMT,BS VI,Petrol,21.7,,5.0,Driver frontal airbag,1,Hatchback,1549.0,3565,1520.0,Injection,1.708947,Low Price Range
Maruti Suzuki,S-Presso,Vxi+,2.224,2,0.456,998.0,Manual,BS VI,Petrol,21.7,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1549.0,3565,1520.0,Injection,1.014144,Low Price Range
Maruti Suzuki,S-Presso,Vxi (O) Ags,1.069,5,0.4815,998.0,AMT,BS VI,Petrol,21.7,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1549.0,3565,1520.0,Injection,0.5147235,Low Price Range
Maruti Suzuki,S-Presso,Vxi+ Ags,1.051,2,0.499,998.0,AMT,BS VI,Petrol,21.7,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1549.0,3565,1520.0,Injection,0.524449,Low Price Range
Maruti Suzuki,Celerio,Lxi,1.789,8,0.426289,998.0,Manual,BS VI,Petrol,23.1,,5.0,No airbag,0,Hatchback,1560.0,3600,1600.0,Injection,0.762631021,Low Price Range
Maruti Suzuki,Celerio,Vxi,1.529,8,0.465138,998.0,Manual,BS VI,Petrol,23.1,,5.0,No airbag,0,Hatchback,1560.0,3600,1600.0,Injection,0.711196002,Low Price Range
Maruti Suzuki,Celerio,Vxi At,1.336,10,0.508138,998.0,Automatic,BS VI,Petrol,23.1,,5.0,No airbag,0,Hatchback,1560.0,3600,1600.0,Injection,0.678872368,Low Price Range
Maruti Suzuki,Celerio,Zxi,1.204,8,0.490924,998.0,Manual,BS VI,Petrol,23.1,,5.0,Driver frontal airbag,1,Hatchback,1560.0,3600,1600.0,Injection,0.591072496,Low Price Range
Maruti Suzuki,Celerio,Zxi (Opt),1.261,5,0.531279,998.0,Manual,BS VI,Petrol,23.1,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1560.0,3600,1600.0,Injection,0.669942819,Low Price Range
Maruti Suzuki,Celerio,Vxi Cng Mt,1.805,10,0.53,998.0,Manual,BS VI,CNG,,31.79,5.0,No airbag,0,Hatchback,1560.0,3600,1600.0,Injection,0.95665,Low Price Range
Maruti Suzuki,Celerio,Zxi Ags,1.729,5,0.533924,998.0,Automatic,BS VI,Petrol,23.1,,5.0,Driver frontal airbag,1,Hatchback,1560.0,3600,1600.0,Injection,0.923154596,Low Price Range
Maruti Suzuki,Celerio,Lxi Mt (O),1.775,3,0.434659,998.0,Manual,BS VI,Petrol,23.1,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1560.0,3600,1600.0,Injection,0.771519725,Low Price Range
Maruti Suzuki,Celerio,Vxi (O) Mt,1.211,11,0.472257,998.0,Manual,BS VI,Petrol,23.1,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1560.0,3600,1600.0,Injection,0.571903227,Low Price Range
Maruti Suzuki,Celerio,Vxi (O) Ags,1.254,6,0.515257,998.0,Automatic,BS VI,Petrol,23.1,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1560.0,3600,1600.0,Injection,0.646132278,Low Price Range
Maruti Suzuki,Celerio,Zxi (O) Ags,1.101,9,0.543279,998.0,Automatic,BS VI,Petrol,23.1,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1560.0,3600,1600.0,Injection,0.598150179,Low Price Range
Hyundai,Grand I10 Prime,Era T Crdi,0.327,8,0.55153,1120.0,Manual,BS IV,Diesel,18.25,,5.0,No airbag,0,Hatchback,1520.0,3765,1660.0,Injection,0.18035031,Low Price Range
Hyundai,Grand I10 Prime,Era T+ Crdi,0.277,1,0.56893,1120.0,Manual,BS IV,Diesel,18.25,,5.0,Driver frontal airbag,1,Hatchback,1520.0,3765,1660.0,Injection,0.15759361,Low Price Range
Hyundai,Grand I10 Prime,Era T Vtvt,0.338,2,0.460369,1197.0,Manual,BS IV,Petrol,19.77,,5.0,Driver frontal airbag,1,Hatchback,1520.0,3765,1660.0,Injection,0.155604722,Low Price Range
Hyundai,Grand I10 Prime,Era T+ Vtvt,0.471,7,0.477511,1197.0,Manual,BS IV,Petrol,19.77,,5.0,Driver frontal airbag,1,Hatchback,1520.0,3765,1660.0,Injection,0.224907681,Low Price Range
Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,0.626,2,0.545946,1197.0,Manual,BS IV,CNG,,25.0,5.0,No airbag,0,Hatchback,1520.0,3765,1660.0,Injection,0.341762196,Low Price Range
Hyundai,Grand I10 Prime,Era T Cng Vtvt,0.131,6,0.528804,1197.0,Manual,BS IV,CNG,,25.0,5.0,No airbag,0,Hatchback,1520.0,3765,1660.0,Injection,0.069273324,Low Price Range
Mahindra,Kuv100 Nxt,K2 6Str,0.29,7,0.488194,1198.0,Manual,BS IV,Petrol,18.15,,6.0,No airbag,0,Hatchback,1655.0,3700,1735.0,Injection,0.14157626,Low Price Range
Mahindra,Kuv100 Nxt,K2+ 6Str,0.139,7,0.532184,1198.0,Manual,BS IV,Petrol,18.15,,6.0,"Front passenger frontal airbag, Driver frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.073973576,Low Price Range
Mahindra,Kuv100 Nxt,K2 D 6Str,0.405,12,0.590798,1198.0,Manual,BS IV,Diesel,25.32,,6.0,No airbag,0,Hatchback,1655.0,3700,1735.0,Injection,0.23927319,Low Price Range
Mahindra,Kuv100 Nxt,K2+ D 6Str,0.832,4,0.619243,1198.0,Manual,BS IV,Diesel,25.32,,6.0,"Front passenger frontal airbag, Driver frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.515210176,Low Price Range
Mahindra,Kuv100 Nxt,K4+ D 6Str,0.864,5,0.667273,1198.0,Manual,BS IV,Diesel,25.32,,6.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.576523872,Low Price Range
Mahindra,Kuv100 Nxt,K4+ 6Str,0.145,10,0.579645,1198.0,Manual,BS IV,Petrol,18.15,,6.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.084048525,Low Price Range
Mahindra,Kuv100 Nxt,K6+ 6Str,0.167,1,0.631144,1198.0,Manual,BS IV,Petrol,18.15,,6.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.105401048,Low Price Range
Mahindra,Kuv100 Nxt,K6+ D 6Str,0.119,3,0.754548,1198.0,Manual,BS IV,Diesel,25.32,,6.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.089791212,Low Price Range
Mahindra,Kuv100 Nxt,K8 6Str,0.196,4,0.69355,1198.0,Manual,BS IV,Petrol,18.15,,6.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.1359358,Low Price Range
Mahindra,Kuv100 Nxt,K8 D 6Str,0.186,3,0.787304,1198.0,Manual,BS IV,Diesel,25.32,,6.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.146438544,Low Price Range
Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,0.415,11,0.701045,1198.0,Manual,BS IV,Petrol,18.15,,6.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.290933675,Low Price Range
Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,0.83,6,0.7948,1198.0,Manual,BS IV,Diesel,25.32,,6.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.659684,Low Price Range
Mahindra,Kuv100 Nxt,K4+ 5Str,0.143,5,0.57325,1198.0,Manual,BS IV,Petrol,18.15,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.08197475,Low Price Range
Mahindra,Kuv100 Nxt,K6+ 5Str,0.13,10,0.631146,1198.0,Manual,BS IV,Petrol,18.15,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.08204898,Low Price Range
Mahindra,Kuv100 Nxt,K8 5Str,0.116,1,0.687175,1198.0,Manual,BS IV,Petrol,18.15,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.0797123,Low Price Range
Mahindra,Kuv100 Nxt,K4+ D 5Str,0.148,9,0.660832,1198.0,Manual,BS IV,Diesel,25.32,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.097803136,Low Price Range
Mahindra,Kuv100 Nxt,K6+ D 5Str,0.183,8,0.748128,1198.0,Manual,BS IV,Diesel,25.32,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.136907424,Low Price Range
Mahindra,Kuv100 Nxt,K8 D 5Str,0.425,7,0.780884,1198.0,Manual,BS IV,Diesel,25.32,,5.0,"Driver frontal airbag, Front passenger frontal airbag",2,Hatchback,1655.0,3700,1735.0,Injection,0.3318757,Low Price Range
Mahindra,Kuv100 Nxt,K2 D 5Str Taxi,0.565,5,0.550155,1198.0,Manual,BS IV,Diesel,25.32,,5.0,No airbag,0,Hatchback,1655.0,3700,1735.0,Injection,0.310837575,Low Price Range
